Point ID,n,h,is_dynamic,success,k,grad_norm_final,fx_final,convergence_rate,time
1,1000,1e-08,False,yes,25,5.6108e-09,0.51246,1.7213,0.01636
2,1000,1e-08,False,no,199,1.5418e-08,1.0249,-0.052255,0.22405
3,1000,1e-08,False,yes,33,7.5091e-09,0.51246,-3.7123,0.022445
4,1000,1e-08,False,yes,25,8.7227e-09,0.51246,0.94025,0.016951
5,1000,1e-08,False,no,199,2.6588e-08,2.5623,-0.9064,0.20384
0,10000,1e-08,True,no,199,9.0941e-08,0.19853,1.7431,0.845
1,10000,1e-08,True,yes,25,3.5844e-09,2.6874e-19,2.1679,0.10832
2,10000,1e-08,True,yes,26,6.1193e-12,7.2614e-25,1.5056,0.058402
3,10000,1e-08,True,yes,34,4.612e-09,4.1676e-19,1.874,0.082978
4,10000,1e-08,True,yes,25,4.9e-09,4.5619e-19,3.2543,0.064118
5,10000,1e-08,True,no,199,9.7206e-08,0.51246,-2.0572,0.79137
0,10000,1e-08,False,yes,34,9.9495e-09,0.70391,2.4099,0.14954
1,10000,1e-08,False,no,199,5.8387e-08,11.274,1.8397,0.91101
2,10000,1e-08,False,no,199,1.1211e-07,12.811,-0.96502,0.90997
3,10000,1e-08,False,no,199,1.8015e-08,3.5872,0.61187,0.86867
4,10000,1e-08,False,no,199,3.3793e-08,3.6307,-1.6656,0.89265
5,10000,1e-08,False,no,199,4.6715e-08,8.1993,0.024922,0.90609
0,100000,1e-08,True,no,199,1.1899e-07,0.70391,-1.3213,3.1452
1,100000,1e-08,True,yes,25,7.7268e-11,1.0375e-22,3.4084,0.39915
2,100000,1e-08,True,yes,121,8.2475e-09,0.51246,1108.3,1.8981
3,100000,1e-08,True,no,199,1.307e-07,0.51246,-2.1351,3.6358
4,100000,1e-08,True,no,199,1.2225e-07,3.0747,-0.68722,3.0885
5,100000,1e-08,True,yes,25,5.1705e-10,4.7447e-21,-0.55832,0.40916
0,100000,1e-08,False,yes,27,5.4724e-09,0.50537,1.4622,0.48402
1,100000,1e-08,False,no,199,2.451e-07,58.109,1.8775,3.6496
2,100000,1e-08,False,no,199,2.7873e-07,53.808,4.4714,3.5722
3,100000,1e-08,False,no,199,1.8207e-07,54.314,0.24632,3.8112
4,100000,1e-08,False,no,199,3.2343e-07,57.203,-92.17,3.7281
5,100000,1e-08,False,no,199,2.9027e-07,46.991,2.9728,3.5678
0,2,1e-12,True,no,199,nan,nan,nan,0.13351
1,2,1e-12,True,yes,36,2.0858e-09,1.6868e-19,-0.4862,0.0094872
2,2,1e-12,True,no,199,nan,nan,nan,0.12376
3,2,1e-12,True,yes,47,7.2899e-09,1.8956e-18,-0.27562,0.012436
4,2,1e-12,True,no,199,nan,nan,nan,0.12965
5,2,1e-12,True,yes,33,4.6233e-09,1.8196e-18,-0.54206,0.0085358
0,2,1e-12,False,yes,8,0,2.0205e+37,1.5778,0.0023964
1,2,1e-12,False,no,199,nan,nan,nan,0.12258
2,2,1e-12,False,yes,35,0,0.31438,19.461,0.0087061
3,2,1e-12,False,yes,43,9.0924e-09,2.5982e-18,61.865,0.010866
4,2,1e-12,False,no,199,nan,nan,nan,0.12679
5,2,1e-12,False,yes,6,0,2.8692e+292,-757.05,0.0021012
0,100,1e-12,True,no,199,0.0063612,0.35627,-2.126,0.066456
1,100,1e-12,True,yes,122,3.8815e-09,2.7478e-19,1.4862,0.041005
2,100,1e-12,True,yes,110,1.1771e-09,4.0094e-20,0.16998,0.036722
3,100,1e-12,True,yes,105,6.7307e-10,1.2023e-20,-3.1656,0.035067
4,100,1e-12,True,yes,130,4.13e-09,2.603e-19,1.6114,0.043597
5,100,1e-12,True,yes,96,8.474e-09,1.7826e-18,0.070301,0.032688
0,100,1e-12,False,no,199,0.0072924,0.35627,4.755,0.064246
1,100,1e-12,False,no,199,0.18935,4.6231,-2.361,0.063946
2,100,1e-12,False,yes,103,2.4822e-09,1.1834e-19,3.9146,0.034211
3,100,1e-12,False,yes,99,6.5147e-10,6.7386e-21,11.844,0.032521
4,100,1e-12,False,yes,94,2.5724e-09,2.0347e-19,3.1033,0.031197
5,100,1e-12,False,yes,104,6.1095e-10,1.1293e-20,1.1396,0.034198
0,1000,1e-12,True,no,199,0.010247,0.86167,5.6361,0.10381
1,1000,1e-12,True,yes,109,6.6297e-10,1.1477e-20,27.823,0.05754
2,1000,1e-12,True,yes,110,2.4082e-09,1.0562e-19,-1.1691,0.056775
3,1000,1e-12,True,yes,105,9.5784e-09,2.1375e-18,2.6469,0.053964
4,1000,1e-12,True,yes,117,1.1878e-10,2.9531e-22,-16.25,0.059495
5,1000,1e-12,True,yes,118,6.4687e-09,1.0403e-18,3.9194,0.060263
0,1000,1e-12,False,no,199,0.013474,0.86164,2.0592,0.098438
1,1000,1e-12,False,yes,109,9.7192e-09,2.6971e-18,1.4627,0.055038
2,1000,1e-12,False,yes,92,8.0975e-09,5.3829e-19,1.2135,0.046103
3,1000,1e-12,False,yes,123,3.3545e-09,1.5513e-19,0.95019,0.062793
4,1000,1e-12,False,yes,127,1.0112e-09,1.0244e-20,1.68,0.062838
5,1000,1e-12,False,yes,117,4.3394e-09,5.4881e-19,1.6059,0.058392
0,10000,1e-12,True,no,199,1.1257,1.0514,-12.004,0.70245
1,10000,1e-12,True,yes,99,1.8297e-09,7.7791e-20,1.5496,0.3767
2,10000,1e-12,True,yes,119,3.9278e-09,3.3204e-19,0.57972,0.29442
3,10000,1e-12,True,yes,114,2.1333e-09,7.629e-20,9.2954,0.29166
4,10000,1e-12,True,yes,130,4.0721e-09,4.9265e-19,8.1042,0.3416
5,10000,1e-12,True,yes,100,2.3368e-09,1.463e-19,-3.5735,0.23563
0,10000,1e-12,False,no,199,0.93932,1.0345,7.7838,0.54052
1,10000,1e-12,False,yes,109,2.3493e-09,7.5733e-20,0.82671,0.35132
2,10000,1e-12,False,yes,105,3.5162e-09,2.6916e-19,-1.5276,0.21905
3,10000,1e-12,False,yes,108,1.2027e-09,3.5073e-20,1.7103,0.24968
4,10000,1e-12,False,yes,117,2.3864e-09,1.2267e-19,0.42624,0.26892
5,10000,1e-12,False,yes,100,1.2048e-09,1.7061e-20,-0.36814,0.27662
0,100000,1e-12,True,no,199,0.78755,1.042,2.5237,3.2433
1,100000,1e-12,True,yes,114,1.2803e-09,2.5506e-20,0.34198,1.6749
2,100000,1e-12,True,no,199,0.001642,3.0064,17.229,2.9724
3,100000,1e-12,True,no,199,0.00076266,2.4939,7.0664,2.9959
4,100000,1e-12,True,no,199,0.0021659,0.51246,3.7415,2.9527
5,100000,1e-12,True,yes,100,2.1555e-09,1.2699e-19,1.9098,1.5833
0,100000,1e-12,False,no,199,0.29066,1.0387,5.4632,2.8772
1,100000,1e-12,False,yes,104,4.7337e-09,7.5577e-19,-0.1533,1.4511
2,100000,1e-12,False,yes,114,1.1523e-09,5.3849e-20,-0.022266,1.7572
3,100000,1e-12,False,yes,123,3.5526e-09,2.5768e-19,-88.962,1.8187
4,100000,1e-12,False,yes,123,5.8707e-10,1.2038e-20,1.1905,1.7883
5,100000,1e-12,False,yes,133,8.3964e-10,1.256e-20,1.7628,1.9368
