Point ID,n,h,is_dynamic,success,k,grad_norm_final,fx_final,convergence_rate,time
5,100,1e-12,True,yes,11,2.4988e-07,1.0825e-15,1.1739,0.013959
0,100,1e-12,False,yes,10,4.8056e-07,5.1171e-15,2.2617,0.012413
1,100,1e-12,False,yes,12,1.4759e-08,4.1418e-18,1.4776,0.014877
2,100,1e-12,False,yes,13,5.827e-07,7.142e-15,1.2732,0.015992
3,100,1e-12,False,yes,12,4.0551e-08,3.4308e-17,1.4586,0.014794
4,100,1e-12,False,yes,13,1.6874e-09,5.1871e-20,1.115,0.016072
5,100,1e-12,False,yes,13,2.73e-08,1.9216e-17,1.541,0.016144
0,1000,1e-12,True,yes,11,1.6087e-07,5.5814e-16,1.6378,0.022361
1,1000,1e-12,True,yes,13,1.8733e-07,6.3282e-16,1.5046,0.024499
2,1000,1e-12,True,yes,14,4.2094e-09,3.0782e-19,1.2113,0.02676
3,1000,1e-12,True,yes,12,2.769e-07,1.5709e-15,1.4975,0.022498
4,1000,1e-12,True,yes,14,7.1277e-08,1.1578e-16,1.1446,0.025875
5,1000,1e-12,True,yes,14,3.254e-07,2.1705e-15,1.2287,0.027185
0,1000,1e-12,False,yes,11,1.6087e-07,5.5814e-16,1.6378,0.020075
1,1000,1e-12,False,yes,13,2.554e-07,1.2704e-15,0.80863,0.024258
2,1000,1e-12,False,yes,14,3.749e-08,3.0706e-17,1.0985,0.02574
3,1000,1e-12,False,yes,15,1.0072e-09,1.558e-20,1.3846,0.025696
4,1000,1e-12,False,yes,13,2.7771e-07,1.2293e-15,1.5052,0.024779
5,1000,1e-12,False,yes,13,3.2135e-07,1.6976e-15,1.4515,0.022218
0,10000,1e-12,True,yes,12,1.6484e-08,5.8023e-18,0.84083,0.08972
1,10000,1e-12,True,yes,14,1.4705e-07,4.9128e-16,1.2293,0.086873
2,10000,1e-12,True,yes,15,1.3965e-07,3.1126e-16,1.3723,0.08878
3,10000,1e-12,True,yes,15,4.3923e-09,3.3766e-19,1.6695,0.097066
4,10000,1e-12,True,yes,14,1.5666e-07,5.1217e-16,1.2084,0.084508
5,10000,1e-12,True,yes,14,1.2219e-07,3.3862e-16,1.5484,0.085509
0,10000,1e-12,False,yes,12,1.6484e-08,5.8023e-18,0.84083,0.079899
1,10000,1e-12,False,yes,14,1.4288e-07,4.6568e-16,1.2267,0.088825
2,10000,1e-12,False,yes,14,1.5508e-07,5.3018e-16,1.2152,0.084528
3,10000,1e-12,False,yes,16,3.1305e-09,2.2924e-19,1.3782,0.097016
4,10000,1e-12,False,yes,14,1.4274e-07,4.6417e-16,1.5581,0.084836
5,10000,1e-12,False,yes,16,3.2464e-08,2.4297e-17,1.1089,0.094962
0,100000,1e-12,True,yes,15,5.7311e-09,7.7484e-19,1.5573,0.89851
1,100000,1e-12,True,yes,16,8.9831e-07,1.0146e-14,1.3418,0.86821
2,100000,1e-12,True,yes,15,4.0104e-08,2.7837e-17,1.1322,0.90354
3,100000,1e-12,True,yes,15,3.6176e-08,2.1237e-17,1.1278,0.94642
4,100000,1e-12,True,yes,15,3.4556e-08,1.9474e-17,1.1401,0.86107
5,100000,1e-12,True,yes,16,9.8825e-10,2.3777e-20,1.2253,0.90512
0,100000,1e-12,False,yes,15,5.7311e-09,7.7484e-19,1.5573,0.8888
1,100000,1e-12,False,yes,15,3.2933e-08,1.7476e-17,1.1444,0.90644
2,100000,1e-12,False,yes,15,3.1391e-07,1.6555e-15,1.1626,0.8665
3,100000,1e-12,False,yes,15,3.4473e-08,1.9819e-17,1.1377,0.79675
4,100000,1e-12,False,yes,15,3.3869e-08,1.8403e-17,1.1525,0.78479
5,100000,1e-12,False,yes,16,1.0576e-09,2.7002e-20,1.5451,0.8543
